round,team_a_id_canon,team_a_name,team_b_id_canon,team_b_name,matchup_count,matchup_pct,team_a_wins,team_b_wins,team_a_win_pct_when_met,team_b_win_pct_when_met,simulation_count
Final4,santa_clara,Santa Clara,wisconsin,Wisconsin,86,0.086,26,60,30.23255813953488,69.76744186046511,100000
Final4,st_johns,St. John's,texas_a_and_m,Texas A&M,86,0.086,61,25,70.93023255813954,29.069767441860467,100000
Final4,purdue,Purdue,tennessee_st,Tennessee St.,85,0.08499999999999999,71,14,83.52941176470588,16.470588235294116,100000
Final4,clemson,Clemson,kansas,Kansas,84,0.084,27,57,32.142857142857146,67.85714285714286,100000
Final4,nebraska,Nebraska,tcu,TCU,84,0.084,50,34,59.523809523809526,40.476190476190474,100000
Final4,gonzaga,Gonzaga,hofstra,Hofstra,83,0.083,65,18,78.3132530120482,21.686746987951807,100000
Final4,miami_fl,Miami (FL),texas_tech,Texas Tech,83,0.083,40,43,48.19277108433735,51.80722891566265,100000
Final4,nebraska,Nebraska,ohio_state,Ohio State,78,0.078,41,37,52.56410256410257,47.43589743589743,100000
Final4,akron,Akron,wisconsin,Wisconsin,74,0.074,31,43,41.891891891891895,58.108108108108105,100000
Final4,clemson,Clemson,michigan_st,Michigan St.,74,0.074,35,39,47.2972972972973,52.702702702702695,100000
Final4,purdue,Purdue,wright_st,Wright St.,74,0.074,65,9,87.83783783783784,12.162162162162163,100000
Final4,byu,BYU,tennessee,Tennessee,71,0.07100000000000001,33,38,46.478873239436616,53.52112676056338,100000
Final4,arkansas,Arkansas,hofstra,Hofstra,70,0.06999999999999999,53,17,75.71428571428571,24.285714285714285,100000
Final4,alabama,Alabama,villanova,Villanova,68,0.068,44,24,64.70588235294117,35.294117647058826,100000
Final4,kansas,Kansas,mcneese,McNeese,67,0.067,35,32,52.23880597014925,47.76119402985074,100000
Final4,tcu,TCU,vanderbilt,Vanderbilt,67,0.067,33,34,49.25373134328358,50.74626865671642,100000
Final4,high_point,High Point,iowa_st,Iowa St.,66,0.066,29,37,43.93939393939394,56.060606060606055,100000
Final4,kennesaw_st,Kennesaw St.,michigan,Michigan,66,0.066,7,59,10.606060606060606,89.39393939393939,100000
Final4,arizona,Arizona,smu,SMU,65,0.065,61,4,93.84615384615384,6.153846153846154,100000
Final4,mia_oh,MIA OH,wisconsin,Wisconsin,63,0.063,29,34,46.03174603174603,53.96825396825397,100000
Final4,connecticut,Connecticut,troy,Troy,62,0.062,54,8,87.09677419354838,12.903225806451612,100000
Final4,ohio_state,Ohio State,vanderbilt,Vanderbilt,61,0.061,22,39,36.0655737704918,63.934426229508205,100000
Final4,arizona,Arizona,howard,Howard,60,0.06,57,3,95.0,5.0,100000
Final4,alabama,Alabama,high_point,High Point,59,0.059000000000000004,37,22,62.71186440677966,37.28813559322034,100000
Final4,clemson,Clemson,louisville,Louisville,59,0.059000000000000004,25,34,42.3728813559322,57.6271186440678,100000
Final4,gonzaga,Gonzaga,wright_st,Wright St.,59,0.059000000000000004,49,10,83.05084745762711,16.94915254237288,100000
Final4,iowa_st,Iowa St.,villanova,Villanova,59,0.059000000000000004,31,28,52.54237288135594,47.45762711864407,100000
Final4,clemson,Clemson,ucla,UCLA,58,0.058,25,33,43.103448275862064,56.896551724137936,100000
Final4,illinois,Illinois,n_dakota_st,N Dakota St.,58,0.058,42,16,72.41379310344827,27.586206896551722,100000
Final4,saint_marys,Saint Mary's,south_florida,South Florida,58,0.058,32,26,55.172413793103445,44.827586206896555,100000
Final4,byu,BYU,santa_clara,Santa Clara,57,0.056999999999999995,32,25,56.14035087719298,43.859649122807014,100000
Final4,mcneese,McNeese,michigan_st,Michigan St.,57,0.056999999999999995,26,31,45.614035087719294,54.385964912280706,100000
Final4,saint_louis,Saint Louis,wisconsin,Wisconsin,56,0.055999999999999994,25,31,44.642857142857146,55.35714285714286,100000
Final4,kentucky,Kentucky,utah_st,Utah St.,55,0.055,32,23,58.18181818181818,41.81818181818181,100000
Final4,georgia,Georgia,wisconsin,Wisconsin,54,0.054,19,35,35.18518518518518,64.81481481481481,100000
Final4,louisville,Louisville,mcneese,McNeese,54,0.054,27,27,50.0,50.0,100000
Final4,akron,Akron,byu,BYU,53,0.053,30,23,56.60377358490566,43.39622641509434,100000
Final4,byu,BYU,kentucky,Kentucky,51,0.051000000000000004,23,28,45.09803921568628,54.90196078431373,100000
Final4,furman,Furman,houston,Houston,51,0.051000000000000004,4,47,7.8431372549019605,92.15686274509804,100000
Final4,kentucky,Kentucky,miami_fl,Miami (FL),51,0.051000000000000004,22,29,43.13725490196079,56.86274509803921,100000
Final4,texas_tech,Texas Tech,villanova,Villanova,51,0.051000000000000004,35,16,68.62745098039215,31.372549019607842,100000
Final4,michigan,Michigan,queens_nc,Queens (N.C.),50,0.05,44,6,88.0,12.0,100000
Final4,florida,Florida,siena,Siena,49,0.049,43,6,87.75510204081633,12.244897959183673,100000
Final4,miami_fl,Miami (FL),tennessee,Tennessee,49,0.049,19,30,38.775510204081634,61.224489795918366,100000
Final4,akron,Akron,miami_fl,Miami (FL),47,0.047,25,22,53.191489361702125,46.808510638297875,100000
Final4,santa_clara,Santa Clara,utah_st,Utah St.,47,0.047,24,23,51.06382978723404,48.93617021276596,100000
Final4,ucf,UCF,vanderbilt,Vanderbilt,47,0.047,9,38,19.148936170212767,80.85106382978722,100000
Final4,duke,Duke,idaho,Idaho,45,0.045,41,4,91.11111111111111,8.88888888888889,100000
Final4,houston,Houston,siena,Siena,44,0.044000000000000004,35,9,79.54545454545455,20.454545454545457,100000
Final4,illinois,Illinois,ucf,UCF,44,0.044000000000000004,35,9,79.54545454545455,20.454545454545457,100000
Final4,north_carolina,North Carolina,south_florida,South Florida,44,0.044000000000000004,30,14,68.18181818181817,31.818181818181817,100000
Final4,south_florida,South Florida,vcu,VCU,44,0.044000000000000004,21,23,47.72727272727273,52.27272727272727,100000
Final4,florida,Florida,furman,Furman,43,0.043,39,4,90.69767441860465,9.30232558139535,100000
Final4,mcneese,McNeese,ucla,UCLA,43,0.043,19,24,44.18604651162791,55.81395348837209,100000
Final4,mia_oh,MIA OH,utah_st,Utah St.,42,0.042,22,20,52.38095238095239,47.61904761904761,100000
Final4,purdue,Purdue,smu,SMU,42,0.042,37,5,88.09523809523809,11.904761904761903,100000
Final4,kansas,Kansas,texas_a_and_m,Texas A&M,41,0.041,25,16,60.97560975609756,39.02439024390244,100000
Final4,tennessee,Tennessee,utah_st,Utah St.,41,0.041,19,22,46.34146341463415,53.65853658536586,100000
Final4,byu,BYU,mia_oh,MIA OH,40,0.04,21,19,52.5,47.5,100000
Final4,saint_marys,Saint Mary's,tcu,TCU,40,0.04,18,22,45.0,55.00000000000001,100000
Final4,akron,Akron,utah_st,Utah St.,39,0.039,18,21,46.15384615384615,53.84615384615385,100000
Final4,mia_oh,MIA OH,miami_fl,Miami (FL),39,0.039,13,26,33.33333333333333,66.66666666666666,100000
Final4,miami_fl,Miami (FL),santa_clara,Santa Clara,39,0.039,13,26,33.33333333333333,66.66666666666666,100000
Final4,connecticut,Connecticut,penn,Penn,38,0.038,34,4,89.47368421052632,10.526315789473683,100000
Final4,gonzaga,Gonzaga,tennessee_st,Tennessee St.,38,0.038,31,7,81.57894736842105,18.421052631578945,100000
Final4,high_point,High Point,kentucky,Kentucky,38,0.038,20,18,52.63157894736842,47.368421052631575,100000
Final4,high_point,High Point,texas_tech,Texas Tech,38,0.038,15,23,39.473684210526315,60.526315789473685,100000
Final4,nebraska,Nebraska,ucf,UCF,38,0.038,24,14,63.1578947368421,36.84210526315789,100000
Final4,ohio_state,Ohio State,saint_marys,Saint Mary's,38,0.038,16,22,42.10526315789473,57.89473684210527,100000
Final4,howard,Howard,purdue,Purdue,37,0.037,3,34,8.108108108108109,91.8918918918919,100000
Final4,iowa,Iowa,kansas,Kansas,37,0.037,12,25,32.432432432432435,67.56756756756756,100000
Final4,hawaii,Hawaii,virginia,Virginia,36,0.036000000000000004,2,34,5.555555555555555,94.44444444444444,100000
Final4,iowa,Iowa,louisville,Louisville,36,0.036000000000000004,11,25,30.555555555555557,69.44444444444444,100000
Final4,michigan_st,Michigan St.,texas_a_and_m,Texas A&M,36,0.036000000000000004,27,9,75.0,25.0,100000
Final4,high_point,High Point,tennessee,Tennessee,35,0.034999999999999996,18,17,51.42857142857142,48.57142857142857,100000
Final4,iowa_st,Iowa St.,missouri,Missouri,35,0.034999999999999996,22,13,62.857142857142854,37.142857142857146,100000
Final4,tcu,TCU,vcu,VCU,35,0.034999999999999996,18,17,51.42857142857142,48.57142857142857,100000
Final4,ohio_state,Ohio State,vcu,VCU,34,0.034,13,21,38.23529411764706,61.76470588235294,100000
Final4,st_johns,St. John's,troy,Troy,34,0.034,28,6,82.35294117647058,17.647058823529413,100000
Final4,arkansas,Arkansas,tennessee_st,Tennessee St.,33,0.033,27,6,81.81818181818183,18.181818181818183,100000
Final4,byu,BYU,saint_louis,Saint Louis,33,0.033,17,16,51.515151515151516,48.484848484848484,100000
Final4,n_dakota_st,N Dakota St.,vanderbilt,Vanderbilt,32,0.032,10,22,31.25,68.75,100000
Final4,north_carolina,North Carolina,ohio_state,Ohio State,32,0.032,15,17,46.875,53.125,100000
Final4,queens_nc,Queens (N.C.),virginia,Virginia,32,0.032,5,27,15.625,84.375,100000
Final4,texas_a_and_m,Texas A&M,ucla,UCLA,32,0.032,12,20,37.5,62.5,100000
Final4,cal_baptist,Cal Baptist,illinois,Illinois,30,0.03,9,21,30.0,70.0,100000
Final4,miami_fl,Miami (FL),saint_louis,Saint Louis,30,0.03,17,13,56.666666666666664,43.333333333333336,100000
Final4,n_dakota_st,N Dakota St.,nebraska,Nebraska,30,0.03,9,21,30.0,70.0,100000
Final4,iowa,Iowa,ucla,UCLA,29,0.029,8,21,27.586206896551722,72.41379310344827,100000
Final4,iowa_st,Iowa St.,texas,Texas,29,0.029,19,10,65.51724137931035,34.48275862068966,100000
Final4,penn,Penn,st_johns,St. John's,29,0.029,1,28,3.4482758620689653,96.55172413793103,100000
Final4,arkansas,Arkansas,wright_st,Wright St.,28,0.027999999999999997,21,7,75.0,25.0,100000
Final4,clemson,Clemson,tcu,TCU,28,0.027999999999999997,17,11,60.71428571428571,39.285714285714285,100000
Final4,hofstra,Hofstra,wisconsin,Wisconsin,28,0.027999999999999997,8,20,28.57142857142857,71.42857142857143,100000
Final4,illinois,Illinois,northern_iowa,Northern Iowa,28,0.027999999999999997,16,12,57.14285714285714,42.857142857142854,100000
Final4,iowa,Iowa,michigan_st,Michigan St.,28,0.027999999999999997,8,20,28.57142857142857,71.42857142857143,100000
Final4,louisville,Louisville,texas_a_and_m,Texas A&M,28,0.027999999999999997,20,8,71.42857142857143,28.57142857142857,100000
Final4,missouri,Missouri,texas_tech,Texas Tech,28,0.027999999999999997,9,19,32.142857142857146,67.85714285714286,100000
Final4,saint_louis,Saint Louis,utah_st,Utah St.,27,0.027,11,16,40.74074074074074,59.25925925925925,100000
Final4,alabama,Alabama,texas,Texas,26,0.026,24,2,92.3076923076923,7.6923076923076925,100000
Final4,cal_baptist,Cal Baptist,nebraska,Nebraska,26,0.026,10,16,38.46153846153847,61.53846153846154,100000
Final4,cal_baptist,Cal Baptist,vanderbilt,Vanderbilt,25,0.025,12,13,48.0,52.0,100000
Final4,clemson,Clemson,south_florida,South Florida,25,0.025,14,11,56.00000000000001,44.0,100000
Final4,gonzaga,Gonzaga,howard,Howard,25,0.025,22,3,88.0,12.0,100000
Final4,north_carolina,North Carolina,tcu,TCU,25,0.025,12,13,48.0,52.0,100000
Final4,akron,Akron,high_point,High Point,24,0.024,12,12,50.0,50.0,100000
Final4,alabama,Alabama,missouri,Missouri,24,0.024,21,3,87.5,12.5,100000
Final4,gonzaga,Gonzaga,smu,SMU,24,0.024,22,2,91.66666666666666,8.333333333333332,100000
Final4,kentucky,Kentucky,villanova,Villanova,24,0.024,11,13,45.83333333333333,54.166666666666664,100000
Final4,mia_oh,MIA OH,villanova,Villanova,24,0.024,11,13,45.83333333333333,54.166666666666664,100000
Final4,byu,BYU,georgia,Georgia,23,0.023,9,14,39.130434782608695,60.86956521739131,100000
Final4,long_island,Long Island,michigan,Michigan,23,0.023,3,20,13.043478260869565,86.95652173913044,100000
Final4,mcneese,McNeese,south_florida,South Florida,23,0.023,9,14,39.130434782608695,60.86956521739131,100000
Final4,north_carolina,North Carolina,ucf,UCF,23,0.023,16,7,69.56521739130434,30.434782608695656,100000
Final4,saint_marys,Saint Mary's,ucf,UCF,23,0.023,15,8,65.21739130434783,34.78260869565217,100000
Final4,high_point,High Point,santa_clara,Santa Clara,22,0.022000000000000002,13,9,59.09090909090909,40.909090909090914,100000
Final4,northern_iowa,Northern Iowa,vanderbilt,Vanderbilt,22,0.022000000000000002,7,15,31.818181818181817,68.18181818181817,100000
Final4,clemson,Clemson,ohio_state,Ohio State,21,0.021,10,11,47.61904761904761,52.38095238095239,100000
Final4,georgia,Georgia,utah_st,Utah St.,21,0.021,11,10,52.38095238095239,47.61904761904761,100000
Final4,nebraska,Nebraska,northern_iowa,Northern Iowa,21,0.021,14,7,66.66666666666666,33.33333333333333,100000
Final4,santa_clara,Santa Clara,villanova,Villanova,21,0.021,5,16,23.809523809523807,76.19047619047619,100000
Final4,georgia,Georgia,miami_fl,Miami (FL),20,0.02,10,10,50.0,50.0,100000
Final4,hawaii,Hawaii,iowa_st,Iowa St.,20,0.02,6,14,30.0,70.0,100000
Final4,kennesaw_st,Kennesaw St.,virginia,Virginia,20,0.02,5,15,25.0,75.0,100000
Final4,cal_baptist,Cal Baptist,vcu,VCU,19,0.019,4,15,21.052631578947366,78.94736842105263,100000
Final4,connecticut,Connecticut,idaho,Idaho,19,0.019,18,1,94.73684210526315,5.263157894736842,100000
Final4,tennessee,Tennessee,villanova,Villanova,19,0.019,11,8,57.89473684210527,42.10526315789473,100000
Final4,ucf,UCF,vcu,VCU,19,0.019,8,11,42.10526315789473,57.89473684210527,100000
Final4,akron,Akron,missouri,Missouri,18,0.018000000000000002,12,6,66.66666666666666,33.33333333333333,100000
Final4,akron,Akron,villanova,Villanova,18,0.018000000000000002,13,5,72.22222222222221,27.77777777777778,100000
Final4,high_point,High Point,mia_oh,MIA OH,18,0.018000000000000002,10,8,55.55555555555556,44.44444444444444,100000
Final4,long_island,Long Island,virginia,Virginia,18,0.018000000000000002,2,16,11.11111111111111,88.88888888888889,100000
Final4,n_dakota_st,N Dakota St.,saint_marys,Saint Mary's,18,0.018000000000000002,4,14,22.22222222222222,77.77777777777779,100000
Final4,n_dakota_st,N Dakota St.,vcu,VCU,18,0.018000000000000002,4,14,22.22222222222222,77.77777777777779,100000
Final4,cal_baptist,Cal Baptist,saint_marys,Saint Mary's,17,0.017,7,10,41.17647058823529,58.82352941176471,100000
Final4,iowa_st,Iowa St.,kennesaw_st,Kennesaw St.,17,0.017,13,4,76.47058823529412,23.52941176470588,100000
Final4,kentucky,Kentucky,texas,Texas,17,0.017,10,7,58.82352941176471,41.17647058823529,100000
Final4,arkansas,Arkansas,smu,SMU,16,0.016,13,3,81.25,18.75,100000
Final4,byu,BYU,hofstra,Hofstra,16,0.016,11,5,68.75,31.25,100000
Final4,texas,Texas,texas_tech,Texas Tech,16,0.016,7,9,43.75,56.25,100000
Final4,northern_iowa,Northern Iowa,saint_marys,Saint Mary's,15,0.015,4,11,26.666666666666668,73.33333333333333,100000
Final4,santa_clara,Santa Clara,texas,Texas,15,0.015,8,7,53.333333333333336,46.666666666666664,100000
Final4,arkansas,Arkansas,howard,Howard,14,0.013999999999999999,11,3,78.57142857142857,21.428571428571427,100000
Final4,high_point,High Point,saint_louis,Saint Louis,14,0.013999999999999999,6,8,42.857142857142854,57.14285714285714,100000
Final4,utah_st,Utah St.,wright_st,Wright St.,14,0.013999999999999999,11,3,78.57142857142857,21.428571428571427,100000
Final4,clemson,Clemson,ucf,UCF,13,0.013,8,5,61.53846153846154,38.46153846153847,100000
Final4,idaho,Idaho,st_johns,St. John's,13,0.013,1,12,7.6923076923076925,92.3076923076923,100000
Final4,iowa,Iowa,south_florida,South Florida,13,0.013,9,4,69.23076923076923,30.76923076923077,100000
Final4,iowa,Iowa,tcu,TCU,13,0.013,8,5,61.53846153846154,38.46153846153847,100000
Final4,mcneese,McNeese,ohio_state,Ohio State,13,0.013,5,8,38.46153846153847,61.53846153846154,100000
Final4,northern_iowa,Northern Iowa,vcu,VCU,13,0.013,5,8,38.46153846153847,61.53846153846154,100000
Final4,south_florida,South Florida,texas_a_and_m,Texas A&M,13,0.013,5,8,38.46153846153847,61.53846153846154,100000
Final4,tcu,TCU,texas_a_and_m,Texas A&M,13,0.013,8,5,61.53846153846154,38.46153846153847,100000
Final4,troy,Troy,ucla,UCLA,13,0.013,4,9,30.76923076923077,69.23076923076923,100000
Final4,cal_baptist,Cal Baptist,north_carolina,North Carolina,12,0.012,7,5,58.333333333333336,41.66666666666667,100000
Final4,clemson,Clemson,n_dakota_st,N Dakota St.,12,0.012,8,4,66.66666666666666,33.33333333333333,100000
Final4,duke,Duke,lehigh,Lehigh,12,0.012,11,1,91.66666666666666,8.333333333333332,100000
Final4,furman,Furman,nebraska,Nebraska,12,0.012,4,8,33.33333333333333,66.66666666666666,100000
Final4,kentucky,Kentucky,missouri,Missouri,12,0.012,10,2,83.33333333333334,16.666666666666664,100000
Final4,mcneese,McNeese,ucf,UCF,12,0.012,5,7,41.66666666666667,58.333333333333336,100000
Final4,n_dakota_st,N Dakota St.,north_carolina,North Carolina,12,0.012,5,7,41.66666666666667,58.333333333333336,100000
Final4,alabama,Alabama,kennesaw_st,Kennesaw St.,11,0.011000000000000001,9,2,81.81818181818183,18.181818181818183,100000
Final4,furman,Furman,illinois,Illinois,11,0.011000000000000001,3,8,27.27272727272727,72.72727272727273,100000
Final4,furman,Furman,vanderbilt,Vanderbilt,11,0.011000000000000001,4,7,36.36363636363637,63.63636363636363,100000
Final4,kennesaw_st,Kennesaw St.,kentucky,Kentucky,11,0.011000000000000001,1,10,9.090909090909092,90.9090909090909,100000
Final4,penn,Penn,ucla,UCLA,11,0.011000000000000001,6,5,54.54545454545454,45.45454545454545,100000
Final4,alabama,Alabama,hawaii,Hawaii,10,0.01,8,2,80.0,20.0,100000
Final4,byu,BYU,wright_st,Wright St.,10,0.01,7,3,70.0,30.0,100000
Final4,cal_baptist,Cal Baptist,clemson,Clemson,10,0.01,9,1,90.0,10.0,100000
Final4,hofstra,Hofstra,utah_st,Utah St.,10,0.01,4,6,40.0,60.0,100000
Final4,illinois,Illinois,siena,Siena,10,0.01,6,4,60.0,40.0,100000
Final4,kansas,Kansas,penn,Penn,10,0.01,8,2,80.0,20.0,100000
Final4,kansas,Kansas,troy,Troy,10,0.01,9,1,90.0,10.0,100000
Final4,mcneese,McNeese,n_dakota_st,N Dakota St.,10,0.01,7,3,70.0,30.0,100000
Final4,north_carolina,North Carolina,northern_iowa,Northern Iowa,10,0.01,6,4,60.0,40.0,100000
Final4,saint_louis,Saint Louis,villanova,Villanova,10,0.01,4,6,40.0,60.0,100000
Final4,wisconsin,Wisconsin,wright_st,Wright St.,10,0.01,9,1,90.0,10.0,100000
Final4,akron,Akron,texas,Texas,9,0.009000000000000001,6,3,66.66666666666666,33.33333333333333,100000
Final4,byu,BYU,tennessee_st,Tennessee St.,9,0.009000000000000001,7,2,77.77777777777779,22.22222222222222,100000
Final4,georgia,Georgia,villanova,Villanova,9,0.009000000000000001,4,5,44.44444444444444,55.55555555555556,100000
Final4,mcneese,McNeese,tcu,TCU,9,0.009000000000000001,4,5,44.44444444444444,55.55555555555556,100000
Final4,michigan_st,Michigan St.,troy,Troy,9,0.009000000000000001,8,1,88.88888888888889,11.11111111111111,100000
Final4,missouri,Missouri,saint_louis,Saint Louis,9,0.009000000000000001,3,6,33.33333333333333,66.66666666666666,100000
Final4,missouri,Missouri,tennessee,Tennessee,9,0.009000000000000001,2,7,22.22222222222222,77.77777777777779,100000
Final4,saint_marys,Saint Mary's,siena,Siena,9,0.009000000000000001,9,0,100.0,0.0,100000
Final4,tennessee_st,Tennessee St.,utah_st,Utah St.,9,0.009000000000000001,1,8,11.11111111111111,88.88888888888889,100000
Final4,akron,Akron,hawaii,Hawaii,8,0.008,5,3,62.5,37.5,100000
Final4,duke,Duke,pvamu,PVAMU,8,0.008,7,1,87.5,12.5,100000
Final4,georgia,Georgia,high_point,High Point,8,0.008,4,4,50.0,50.0,100000
Final4,high_point,High Point,hofstra,Hofstra,8,0.008,4,4,50.0,50.0,100000
Final4,kennesaw_st,Kennesaw St.,texas_tech,Texas Tech,8,0.008,3,5,37.5,62.5,100000
Final4,north_carolina,North Carolina,siena,Siena,8,0.008,4,4,50.0,50.0,100000
Final4,ohio_state,Ohio State,texas_a_and_m,Texas A&M,8,0.008,4,4,50.0,50.0,100000
Final4,queens_nc,Queens (N.C.),texas_tech,Texas Tech,8,0.008,0,8,0.0,100.0,100000
Final4,smu,SMU,wisconsin,Wisconsin,8,0.008,3,5,37.5,62.5,100000
Final4,saint_louis,Saint Louis,texas,Texas,8,0.008,5,3,62.5,37.5,100000
Final4,tennessee,Tennessee,texas,Texas,8,0.008,4,4,50.0,50.0,100000
Final4,tennessee_st,Tennessee St.,wisconsin,Wisconsin,8,0.008,2,6,25.0,75.0,100000
Final4,alabama,Alabama,queens_nc,Queens (N.C.),7,0.006999999999999999,6,1,85.71428571428571,14.285714285714285,100000
Final4,clemson,Clemson,northern_iowa,Northern Iowa,7,0.006999999999999999,4,3,57.14285714285714,42.857142857142854,100000
Final4,georgia,Georgia,texas,Texas,7,0.006999999999999999,3,4,42.857142857142854,57.14285714285714,100000
Final4,hawaii,Hawaii,texas_tech,Texas Tech,7,0.006999999999999999,3,4,42.857142857142854,57.14285714285714,100000
Final4,hofstra,Hofstra,miami_fl,Miami (FL),7,0.006999999999999999,3,4,42.857142857142854,57.14285714285714,100000
Final4,howard,Howard,wisconsin,Wisconsin,7,0.006999999999999999,3,4,42.857142857142854,57.14285714285714,100000
Final4,iowa,Iowa,n_dakota_st,N Dakota St.,7,0.006999999999999999,4,3,57.14285714285714,42.857142857142854,100000
Final4,kennesaw_st,Kennesaw St.,saint_louis,Saint Louis,7,0.006999999999999999,1,6,14.285714285714285,85.71428571428571,100000
Final4,mia_oh,MIA OH,missouri,Missouri,7,0.006999999999999999,5,2,71.42857142857143,28.57142857142857,100000
Final4,miami_fl,Miami (FL),tennessee_st,Tennessee St.,7,0.006999999999999999,6,1,85.71428571428571,14.285714285714285,100000
Final4,missouri,Missouri,santa_clara,Santa Clara,7,0.006999999999999999,3,4,42.857142857142854,57.14285714285714,100000
Final4,siena,Siena,vanderbilt,Vanderbilt,7,0.006999999999999999,1,6,14.285714285714285,85.71428571428571,100000
Final4,connecticut,Connecticut,lehigh,Lehigh,6,0.006,6,0,100.0,0.0,100000
Final4,furman,Furman,vcu,VCU,6,0.006,3,3,50.0,50.0,100000
Final4,georgia,Georgia,missouri,Missouri,6,0.006,5,1,83.33333333333334,16.666666666666664,100000
Final4,idaho,Idaho,kansas,Kansas,6,0.006,1,5,16.666666666666664,83.33333333333334,100000
Final4,iowa,Iowa,ucf,UCF,6,0.006,2,4,33.33333333333333,66.66666666666666,100000
Final4,iowa_st,Iowa St.,queens_nc,Queens (N.C.),6,0.006,5,1,83.33333333333334,16.666666666666664,100000
Final4,louisville,Louisville,penn,Penn,6,0.006,3,3,50.0,50.0,100000
Final4,louisville,Louisville,troy,Troy,6,0.006,3,3,50.0,50.0,100000
Final4,mia_oh,MIA OH,texas,Texas,6,0.006,2,4,33.33333333333333,66.66666666666666,100000
Final4,michigan_st,Michigan St.,penn,Penn,6,0.006,5,1,83.33333333333334,16.666666666666664,100000
Final4,siena,Siena,vcu,VCU,6,0.006,3,3,50.0,50.0,100000
Final4,cal_baptist,Cal Baptist,texas_a_and_m,Texas A&M,5,0.005,2,3,40.0,60.0,100000
Final4,hawaii,Hawaii,kentucky,Kentucky,5,0.005,2,3,40.0,60.0,100000
Final4,hawaii,Hawaii,mia_oh,MIA OH,5,0.005,1,4,20.0,80.0,100000
Final4,hawaii,Hawaii,santa_clara,Santa Clara,5,0.005,3,2,60.0,40.0,100000
Final4,hofstra,Hofstra,missouri,Missouri,5,0.005,3,2,60.0,40.0,100000
Final4,hofstra,Hofstra,texas,Texas,5,0.005,0,5,0.0,100.0,100000
Final4,iowa,Iowa,ohio_state,Ohio State,5,0.005,0,5,0.0,100.0,100000
Final4,kennesaw_st,Kennesaw St.,santa_clara,Santa Clara,5,0.005,0,5,0.0,100.0,100000
Final4,nebraska,Nebraska,siena,Siena,5,0.005,3,2,60.0,40.0,100000
Final4,smu,SMU,utah_st,Utah St.,5,0.005,2,3,40.0,60.0,100000
Final4,texas_a_and_m,Texas A&M,ucf,UCF,5,0.005,0,5,0.0,100.0,100000
Final4,byu,BYU,howard,Howard,4,0.004,2,2,50.0,50.0,100000
Final4,cal_baptist,Cal Baptist,mcneese,McNeese,4,0.004,1,3,25.0,75.0,100000
Final4,clemson,Clemson,siena,Siena,4,0.004,4,0,100.0,0.0,100000
Final4,furman,Furman,saint_marys,Saint Mary's,4,0.004,1,3,25.0,75.0,100000
Final4,georgia,Georgia,kennesaw_st,Kennesaw St.,4,0.004,2,2,50.0,50.0,100000
Final4,high_point,High Point,smu,SMU,4,0.004,3,1,75.0,25.0,100000
Final4,high_point,High Point,wright_st,Wright St.,4,0.004,3,1,75.0,25.0,100000
Final4,iowa,Iowa,northern_iowa,Northern Iowa,4,0.004,2,2,50.0,50.0,100000
Final4,kentucky,Kentucky,queens_nc,Queens (N.C.),4,0.004,3,1,75.0,25.0,100000
Final4,mcneese,McNeese,northern_iowa,Northern Iowa,4,0.004,2,2,50.0,50.0,100000
Final4,miami_fl,Miami (FL),wright_st,Wright St.,4,0.004,2,2,50.0,50.0,100000
Final4,missouri,Missouri,tennessee_st,Tennessee St.,4,0.004,2,2,50.0,50.0,100000
Final4,n_dakota_st,N Dakota St.,troy,Troy,4,0.004,2,2,50.0,50.0,100000
Final4,ohio_state,Ohio State,troy,Troy,4,0.004,4,0,100.0,0.0,100000
Final4,penn,Penn,south_florida,South Florida,4,0.004,0,4,0.0,100.0,100000
Final4,tcu,TCU,troy,Troy,4,0.004,3,1,75.0,25.0,100000
Final4,akron,Akron,kennesaw_st,Kennesaw St.,3,0.003,3,0,100.0,0.0,100000
Final4,byu,BYU,smu,SMU,3,0.003,1,2,33.33333333333333,66.66666666666666,100000
Final4,cal_baptist,Cal Baptist,iowa,Iowa,3,0.003,2,1,66.66666666666666,33.33333333333333,100000
Final4,furman,Furman,mcneese,McNeese,3,0.003,2,1,66.66666666666666,33.33333333333333,100000
Final4,hawaii,Hawaii,tennessee,Tennessee,3,0.003,1,2,33.33333333333333,66.66666666666666,100000
Final4,hofstra,Hofstra,villanova,Villanova,3,0.003,1,2,33.33333333333333,66.66666666666666,100000
Final4,howard,Howard,utah_st,Utah St.,3,0.003,0,3,0.0,100.0,100000
Final4,iowa,Iowa,siena,Siena,3,0.003,2,1,66.66666666666666,33.33333333333333,100000
Final4,kennesaw_st,Kennesaw St.,tennessee,Tennessee,3,0.003,2,1,66.66666666666666,33.33333333333333,100000
Final4,lehigh,Lehigh,st_johns,St. John's,3,0.003,0,3,0.0,100.0,100000
Final4,lehigh,Lehigh,tcu,TCU,3,0.003,0,3,0.0,100.0,100000
Final4,long_island,Long Island,saint_louis,Saint Louis,3,0.003,2,1,66.66666666666666,33.33333333333333,100000
Final4,missouri,Missouri,smu,SMU,3,0.003,1,2,33.33333333333333,66.66666666666666,100000
Final4,northern_iowa,Northern Iowa,troy,Troy,3,0.003,0,3,0.0,100.0,100000
Final4,ohio_state,Ohio State,penn,Penn,3,0.003,3,0,100.0,0.0,100000
