season,team_id_canon,Team,elo,efficiency_rating,ap_latest_rank,ap_preseason_rank,efficiency_source,ap_latest_inverted,ap_preseason_inverted,elo_norm,efficiency_rating_norm,ap_latest_inverted_norm,ap_preseason_inverted_norm,blended,blended_elo_scale
2026,northern_colorado,Northern Colorado,1317.65,20.0,26.0,26.0,torvik,-26.0,-26.0,-0.11177434271954965,0.3922606712750969,-0.2422350783852396,-0.2582489133364143,-0.0565388927177649,1327.8573970019675
2026,lsu,LSU,1353.25,15.0,26.0,26.0,torvik,-26.0,-26.0,0.06332649780040517,-0.43227609363163627,-0.2422350783852396,-0.2582489133364143,-0.05764881908980651,1327.611661420416
2026,middle_tennessee,Middle Tennessee,1337.62,17.0,26.0,26.0,torvik,-26.0,-26.0,-0.013550640888553256,-0.10246138766894301,-0.2422350783852396,-0.2582489133364143,-0.061990610277673414,1326.650397133523
2026,northern_kentucky,Northern Kentucky,1308.48,20.0,26.0,26.0,torvik,-26.0,-26.0,-0.15687756484224635,0.3922606712750969,-0.2422350783852396,-0.2582489133364143,-0.08811114820365258,1320.8673598624423
2026,utah_tech,Utah Tech,1315.06,19.0,26.0,26.0,torvik,-26.0,-26.0,-0.1245134207236707,0.22735331829375025,-0.2422350783852396,-0.2582489133364143,-0.09019235026785165,1320.4065856953857
2026,marshall,Marshall,1313.26,19.0,26.0,26.0,torvik,-26.0,-26.0,-0.13336683400838734,0.22735331829375025,-0.2422350783852396,-0.2582489133364143,-0.09638973956715328,1319.0344955262315
2026,western_kentucky,Western Kentucky,1319.47,18.0,26.0,26.0,torvik,-26.0,-26.0,-0.10282255817611405,0.062445965312403616,-0.2422350783852396,-0.2582489133364143,-0.09974484943176397,1318.2916806021822
2026,south_carolina,South Carolina,1352.83,13.0,26.0,26.0,torvik,-26.0,-26.0,0.06126070136730422,-0.7620907995943296,-0.2422350783852396,-0.2582489133364143,-0.10856708248738116,1316.33845503235
2026,marist,Marist,1307.56,19.0,26.0,26.0,torvik,-26.0,-26.0,-0.16140264274332422,0.22735331829375025,-0.2422350783852396,-0.2582489133364143,-0.1160148056816091,1314.6895433239094
2026,fordham,Fordham,1320.13,17.0,26.0,26.0,torvik,-26.0,-26.0,-0.09957630663838414,-0.10246138766894301,-0.2422350783852396,-0.2582489133364143,-0.12220857630255504,1313.3182543232406
2026,uc_davis,UC Davis,1304.83,19.0,26.0,26.0,torvik,-26.0,-26.0,-0.17483031955847816,0.22735331829375025,-0.2422350783852396,-0.2582489133364143,-0.12541417945221686,1312.6085399006922
2026,pacific,Pacific,1310.62,18.0,26.0,26.0,torvik,-26.0,-26.0,-0.14635184015930586,0.062445965312403616,-0.2422350783852396,-0.2582489133364143,-0.13021534681999825,1311.5455706038401
2026,green_bay,Green Bay,1299.47,18.0,26.0,26.0,torvik,-26.0,-26.0,-0.20119381689519006,0.062445965312403616,-0.2422350783852396,-0.2582489133364143,-0.16860473053511715,1303.0462342782455
2026,drexel,Drexel,1306.32,17.0,26.0,26.0,torvik,-26.0,-26.0,-0.16750166078390696,-0.10246138766894301,-0.2422350783852396,-0.2582489133364143,-0.169756324204421,1302.791273636562
2026,mercer,Mercer,1285.19,19.0,26.0,26.0,torvik,-26.0,-26.0,-0.2714308956206102,0.22735331829375025,-0.2422350783852396,-0.2582489133364143,-0.19303458269570928,1297.6375116105864
2026,campbell,Campbell,1306.45,16.0,26.0,26.0,torvik,-26.0,-26.0,-0.16686224760223245,-0.26736874065028965,-0.2422350783852396,-0.2582489133364143,-0.19404483792445082,1297.413843030036
2026,notre_dame,Notre Dame,1327.95,13.0,26.0,26.0,torvik,-26.0,-26.0,-0.06111314447922574,-0.7620907995943296,-0.2422350783852396,-0.2582489133364143,-0.19422877457995213,1297.3731198053729
2026,lehigh,Lehigh,1288.17,18.49246143950241,26.0,26.0,torvik,-26.0,-26.0,-0.2567735780714678,0.14365647774612963,-0.2422350783852396,-0.2582489133364143,-0.19532898649345265,1297.129534986412
2026,montana,Montana,1283.95,19.0,26.0,26.0,torvik,-26.0,-26.0,-0.27752991366119295,0.22735331829375025,-0.2422350783852396,-0.2582489133364143,-0.19730389532411718,1296.6922939385024
2026,saint_peters,Saint Peter's,1297.78,17.0,26.0,26.0,torvik,-26.0,-26.0,-0.20950618825695225,-0.10246138766894301,-0.2422350783852396,-0.2582489133364143,-0.19915949343555267,1296.281468056241
2026,lipscomb,Lipscomb,1279.08,19.0,26.0,26.0,torvik,-26.0,-26.0,-0.3014833151592885,0.22735331829375025,-0.2422350783852396,-0.2582489133364143,-0.21407127637278406,1292.9800277586237
2026,memphis,Memphis,1322.14,13.0,26.0,26.0,torvik,-26.0,-26.0,-0.08968999513711705,-0.7620907995943296,-0.2422350783852396,-0.2582489133364143,-0.21423257004047602,1292.9443176482694
2026,quinnipiac,Quinnipiac,1271.58,19.0,26.0,26.0,torvik,-26.0,-26.0,-0.338372537178942,0.22735331829375025,-0.2422350783852396,-0.2582489133364143,-0.2398937317865415,1287.2629853871474
2026,uc_santa_barbara,UC Santa Barbara,1278.1,18.0,26.0,26.0,torvik,-26.0,-26.0,-0.30630350683652335,0.062445965312403616,-0.2422350783852396,-0.2582489133364143,-0.24218151349405048,1286.756474881119
2026,rhode_island,Rhode Island,1291.92,16.0,26.0,26.0,torvik,-26.0,-26.0,-0.23832896706164103,-0.26736874065028965,-0.2422350783852396,-0.2582489133364143,-0.24407154154603683,1286.338026275696
2026,north_dakota,North Dakota,1276.28,18.0,26.0,26.0,torvik,-26.0,-26.0,-0.31525529137995895,0.062445965312403616,-0.2422350783852396,-0.2582489133364143,-0.2484477626744554,1285.3691392656408
